lgd_state_code,lgd_district_code,lgd_state_name,lgd_district_name,soi_objectid,soi_state_lgd,soi_dist_lgd,soi_state_name,soi_district_name,match_method,confidence,verification_status
18,292,Assam,Karbi Anglong,408,18,314,ASSAM,KARBI ANGLONG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
32,558,Kerala,Kasaragod,106,32,588,KERALA,Kasaragod,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
36,509,Telangana,Khammam,649,36,541,TELANGANA,KHAMMAM,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
15,728,Mizoram,Khawzawl,475,15,703,MIZORAM,KHAWZAWL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
21,362,Odisha,Khordha,168,21,386,ODISHA,KHORDHA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,541,Karnataka,Kodagu,373,29,576,KARNATAKA,Kodagu,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
21,363,Odisha,Koraput,161,21,398,ODISHA,KORAPUT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,383,Chhattisgarh,Korba,135,22,404,CHHATTISGARH,KORBA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,384,Chhattisgarh,Korea,144,22,400,CHHATTISGARH,KOREA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,677,Arunachal Pradesh,Kra Daadi,397,12,721,ARUNACHAL PRADESH,KRA DAADI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,577,Tamil Nadu,Krishnagiri,705,33,631,TAMIL NADU,KRISHNAGIRI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,68,Haryana,Kurukshetra,235,06,072,HARYANA,KURUKSHETRA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,295,Assam,Lakhimpur,420,18,307,ASSAM,LAKHIMPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,666,Arunachal Pradesh,Longding,392,12,680,ARUNACHAL PRADESH,LONGDING,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,236,Arunachal Pradesh,Lower Subansiri,400,12,255,ARUNACHAL PRADESH,LOWER SUBANSIRI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,36,Punjab,Ludhiana,247,03,041,PUNJAB,LUDHIANA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,385,Chhattisgarh,Mahasamund,130,22,411,CHHATTISGARH,MAHASAMUND,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,416,Madhya Pradesh,Mandsaur,598,23,433,MADHYA PRADESH,MANDSAUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,544,Karnataka,Mandya,363,29,573,KARNATAKA,Mandya,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,766,Madhya Pradesh,MAUGANJ,599,23,767,MADHYA PRADESH,MAUGANJ,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,297,Assam,Nagaon,423,18,305,ASSAM,NAGAON,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,298,Assam,Nalbari,426,18,323,ASSAM,NALBARI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,580,Tamil Nadu,Namakkal,723,33,609,TAMIL NADU,NAMAKKAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,678,Arunachal Pradesh,Namsai,389,12,724,ARUNACHAL PRADESH,NAMSAI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,755,Andhra Pradesh,Nandyal,685,28,694,ANDHRA PRADESH,Nandyal,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
7,79,Delhi,New Delhi,184,07,094,DELHI,NEW DELHI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,454,Gujarat,Panch Mahals,214,24,484,GUJARAT,PANCH MAHALS,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,211,Bihar,Pashchim Champaran,794,10,203,BIHAR,Pashchim Champaran,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,455,Gujarat,Patan,215,24,470,GUJARAT,PATAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,581,Tamil Nadu,Perambalur,707,33,615,TAMIL NADU,PERAMBALUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,613,Nagaland,Peren,487,13,271,NAGALAND,PEREN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,248,Nagaland,Phek,490,13,266,NAGALAND,PHEK,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
14,715,Manipur,Pherzawl,447,14,718,MANIPUR,PHERZAWL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,517,Andhra Pradesh,Prakasam,689,28,549,ANDHRA PRADESH,Prakasam,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,629,Rajasthan,Pratapgarh,525,08,131,RAJASTHAN,PRATAPGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,582,Tamil Nadu,Pudukkottai,727,33,621,TAMIL NADU,PUDUKKOTTAI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,214,Bihar,Purnia,797,10,211,BIHAR,Purnia,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,388,Chhattisgarh,Rajnandgaon,139,22,408,CHHATTISGARH,RAJNANDGAON,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,112,Rajasthan,Rajsamand,526,08,123,RAJASTHAN,RAJSAMAND,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,583,Tamil Nadu,Ramanathapuram,720,33,626,TAMIL NADU,RAMANATHAPURAM,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,339,Jharkhand,Ranchi,765,20,364,JHARKHAND,RANCHI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,492,Maharashtra,Ratnagiri,554,27,528,MAHARASHTRA,RATNAGIRI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,216,Bihar,Saharsa,799,10,214,BIHAR,Saharsa,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,762,Chhattisgarh,Sakti,142,22,759,CHHATTISGARH,SAKTI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,178,Uttar Pradesh,Sant Kabir Nagar,333,09,186,UTTAR PRADESH,SANT KABIR NAGAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,341,Jharkhand,Saraikela Kharsawan,767,20,369,JHARKHAND,SARAIKELA-KHARSAWAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,113,Rajasthan,Sawai Madhopur,528,08,108,RAJASTHAN,SAWAI MADHOPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
16,653,Tripura,Sepahijala,744,16,699,TRIPURA,SEPAHIJALA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
15,268,Mizoram,Serchhip,467,15,285,MIZORAM,SERCHHIP,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,429,Madhya Pradesh,Shahdol,615,23,460,MADHYA PRADESH,SHAHDOL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,220,Bihar,Sheohar,803,10,205,BIHAR,Sheohar,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,181,Uttar Pradesh,Shrawasti,336,09,181,UTTAR PRADESH,SHRAWASTI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,342,Jharkhand,Simdega,768,20,367,JHARKHAND,SIMDEGA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,222,Bihar,Siwan,805,10,218,BIHAR,Siwan,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
2,25,Himachal Pradesh,Solan,65,02,031,HIMACHAL PRADESH,SOLAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
7,670,Delhi,South East,188,07,677,DELHI,SOUTH EAST,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
7,84,Delhi,South West,180,07,097,DELHI,SOUTH WEST,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,648,Chhattisgarh,Surajpur,117,22,641,CHHATTISGARH,SURAJPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,389,Chhattisgarh,Surguja,137,22,401,CHHATTISGARH,SURGUJA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
14,258,Manipur,Tamenglong,449,14,273,MANIPUR,TAMENGLONG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,609,Punjab,Tarn Taran,258,03,050,PUNJAB,TARN TARAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,238,Arunachal Pradesh,Tawang,383,12,245,ARUNACHAL PRADESH,TAWANG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,733,Tamil Nadu,Tenkasi,716,33,764,TAMIL NADU,TENKASI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,586,Tamil Nadu,Thanjavur,708,33,620,TAMIL NADU,THANJAVUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,587,Tamil Nadu,The Nilgiris,709,33,611,TAMIL NADU,THE NILGIRIS,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,302,Assam,Tinsukia,419,18,309,ASSAM,TINSUKIA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,732,Tamil Nadu,Tirupathur,710,33,751,TAMIL NADU,TIRUPATHUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,116,Rajasthan,Tonk,531,08,120,RAJASTHAN,TONK,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,549,Karnataka,Udupi,371,29,569,KARNATAKA,Udupi,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
14,260,Manipur,Ukhrul,452,14,279,MANIPUR,UKHRUL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
2,26,Himachal Pradesh,Una,72,02,029,HIMACHAL PRADESH,UNA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,381,Chhattisgarh,Uttar Bastar Kanker,126,22,413,CHHATTISGARH,UTTAR BASTAR KANKER,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,437,Madhya Pradesh,Vidisha,624,23,443,MADHYA PRADESH,VIDISHA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,530,Karnataka,Vijayapura,368,29,557,KARNATAKA,Vijayapura,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
36,698,Telangana,Vikarabad,668,36,747,TELANGANA,VIKARABAD,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,499,Maharashtra,Washim,562,27,502,MAHARASHTRA,WASHIM,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,250,Nagaland,Wokha,478,13,264,NAGALAND,WOKHA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
36,501,Telangana,Adilabad,639,36,532,TELANGANA,ADILABAD,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
15,261,Mizoram,Aizawl,471,15,283,MIZORAM,AIZAWL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,467,Maharashtra,Akola,565,27,501,MAHARASHTRA,AKOLA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,119,Uttar Pradesh,Aligarh,270,09,143,UTTAR PRADESH,ALIGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,639,Madhya Pradesh,Alirajpur,572,23,465,MADHYA PRADESH,ALIRAJPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,87,Rajasthan,Alwar,493,08,104,RAJASTHAN,ALWAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,640,Uttar Pradesh,Amethi,272,09,661,UTTAR PRADESH,AMETHI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,123,Uttar Pradesh,Azamgarh,276,09,191,UTTAR PRADESH,AZAMGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,750,Andhra Pradesh,Bapatla,676,28,691,ANDHRA PRADESH,Bapatla,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,90,Rajasthan,Barmer,497,08,115,RAJASTHAN,BARMER,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,605,Punjab,Barnala,262,03,054,PUNJAB,BARNALA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,280,Assam,Barpeta,434,18,303,ASSAM,BARPETA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,374,Chhattisgarh,Bastar,122,22,414,CHHATTISGARH,BASTAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,394,Madhya Pradesh,Betul,577,23,447,MADHYA PRADESH,BETUL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
21,348,Odisha,Bhadrak,149,21,378,ODISHA,BHADRAK,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,443,Gujarat,Bhavnagar,197,24,481,GUJARAT,BHAVNAGAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,92,Rajasthan,Bhilwara,500,08,122,RAJASTHAN,BHILWARA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,59,Haryana,Bhiwani,225,06,081,HARYANA,BHIWANI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,132,Uttar Pradesh,Bijnor,285,09,134,UTTAR PRADESH,BIJNOR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,322,Jharkhand,Bokaro,746,20,355,JHARKHAND,BOKARO,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,281,Assam,Bongaigaon,428,18,319,ASSAM,BONGAIGAON,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,194,Bihar,Buxar,777,10,232,BIHAR,Buxar,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
7,77,Delhi,Central,182,07,095,DELHI,CENTRAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
2,16,Himachal Pradesh,Chamba,68,02,023,HIMACHAL PRADESH,CHAMBA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
15,262,Mizoram,Champhai,465,15,284,MIZORAM,CHAMPHAI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
4,44,Chandigarh,Chandigarh,178,04,055,CHANDIGARH,CHANDIGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,730,Tamil Nadu,Chengalpattu,732,33,754,TAMIL NADU,CHENGALPATTU,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,399,Madhya Pradesh,Chhindwara,582,23,455,MADHYA PRADESH,CHHINDWARA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,136,Uttar Pradesh,Chitrakoot,289,09,171,UTTAR PRADESH,CHITRAKOOT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
14,254,Manipur,Churachandpur,439,14,274,MANIPUR,CHURACHANDPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,570,Tamil Nadu,Cuddalore,701,33,617,TAMIL NADU,CUDDALORE,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
21,350,Odisha,Cuttack,160,21,381,ODISHA,CUTTACK,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,534,Karnataka,Dakshina Kannada,366,29,575,KARNATAKA,Dakshina Kannada,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
38,463,The Dadra And Nagar Haveli And Daman And Diu,Daman,2,26,495,DADRA & NAGAR HAVELI & DAMAN & DIU,DAMAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,195,Bihar,Darbhanga,778,10,215,BIHAR,Darbhanga,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,97,Rajasthan,Dausa,505,08,109,RAJASTHAN,DAUSA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,767,Rajasthan,Deeg,506,08,774,RAJASTHAN,DEEG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,137,Uttar Pradesh,Deoria,290,09,190,UTTAR PRADESH,DEORIA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,402,Madhya Pradesh,Dewas,585,23,437,MADHYA PRADESH,DEWAS,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,403,Madhya Pradesh,Dhar,586,23,438,MADHYA PRADESH,DHAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,488,Maharashtra,Dharashiv,561,27,525,MAHARASHTRA,DHARASHIV,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,474,Maharashtra,Dhule,539,27,498,MAHARASHTRA,DHULE,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,747,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,678,28,687,ANDHRA PRADESH,Dr. B.R. Ambedkar Konaseema,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,231,Arunachal Pradesh,East Kameng,378,12,247,ARUNACHAL PRADESH,EAST KAMENG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,139,Uttar Pradesh,Etawah,292,09,161,UTTAR PRADESH,ETAWAH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,60,Haryana,Faridabad,227,06,088,HARYANA,FARIDABAD,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,143,Uttar Pradesh,Firozabad,295,09,147,UTTAR PRADESH,FIROZABAD,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,100,Rajasthan,Ganganagar,510,08,099,RAJASTHAN,GANGANAGAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,288,Assam,Golaghat,415,18,313,ASSAM,GOLAGHAT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,148,Uttar Pradesh,Gorakhpur,300,09,188,UTTAR PRADESH,GORAKHPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,406,Madhya Pradesh,Guna,588,23,458,MADHYA PRADESH,GUNA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
11,228,Sikkim,Gyalshing,29,11,242,SIKKIM,GYALSHING,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,149,Uttar Pradesh,Hamirpur,301,09,168,UTTAR PRADESH,HAMIRPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
32,556,Kerala,Idukki,110,32,596,KERALA,Idukki,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
14,255,Manipur,Imphal East,440,14,278,MANIPUR,IMPHAL EAST,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,410,Madhya Pradesh,Indore,591,23,439,MADHYA PRADESH,INDORE,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,103,Rajasthan,Jaisalmer,513,08,114,RAJASTHAN,JAISALMER,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,152,Uttar Pradesh,Jaunpur,306,09,194,UTTAR PRADESH,JAUNPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,64,Haryana,Jhajjar,231,06,083,HARYANA,JHAJJAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,448,Gujarat,Junagadh,206,24,479,GUJARAT,JUNAGADH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,66,Haryana,Kaithal,233,06,073,HARYANA,KAITHAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,718,Arunachal Pradesh,Kamle,398,12,733,ARUNACHAL PRADESH,KAMLE,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,575,Tamil Nadu,Kanniyakumari,703,33,629,TAMIL NADU,KANNIYAKUMARI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
34,598,Puducherry,Karaikal,737,34,637,PUDUCHERRY,KARAIKAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,158,Uttar Pradesh,Kaushambi,312,09,174,UTTAR PRADESH,KAUSHAMBI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,245,Nagaland,Kohima,488,13,270,NAGALAND,KOHIMA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,294,Assam,Kokrajhar,402,18,300,ASSAM,"KOKRAJHAR
",EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,480,Maharashtra,Kolhapur,544,27,530,MAHARASHTRA,KOLHAPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,643,Chhattisgarh,Kondagaon,124,22,648,CHHATTISGARH,KONDAGAON,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
2,20,Himachal Pradesh,Kullu,67,02,026,HIMACHAL PRADESH,KULLU,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,233,Arunachal Pradesh,Kurung Kumey,380,12,256,ARUNACHAL PRADESH,KURUNG KUMEY,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,162,Uttar Pradesh,Lucknow,316,09,157,UTTAR PRADESH,LUCKNOW,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,205,Bihar,Madhepura,788,10,213,BIHAR,Madhepura,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
11,226,Sikkim,Mangan,32,11,241,SIKKIM,MANGAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,37,Punjab,Mansa,249,03,047,PUNJAB,MANSA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,296,Assam,Marigaon,424,18,304,ASSAM,MARIGAON,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,167,Uttar Pradesh,Mathura,320,09,145,UTTAR PRADESH,MATHURA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,169,Uttar Pradesh,Meerut,322,09,138,UTTAR PRADESH,MEERUT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,38,Punjab,Moga,255,03,042,PUNJAB,MOGA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,647,Chhattisgarh,Mungeli,119,22,643,CHHATTISGARH,MUNGELI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,172,Uttar Pradesh,Muzaffarnagar,325,09,133,UTTAR PRADESH,MUZAFFARNAGAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,208,Bihar,Muzaffarpur,791,10,216,BIHAR,Muzaffarpur,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,110,Rajasthan,Nagaur,522,08,112,RAJASTHAN,NAGAUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
11,227,Sikkim,Namchi,31,11,243,SIKKIM,NAMCHI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,637,Chhattisgarh,Narayanpur,125,22,415,CHHATTISGARH,NARAYANPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,452,Gujarat,Narmada,212,24,487,GUJARAT,NARMADA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
21,367,Odisha,Nayagarh,177,21,385,ODISHA,NAYAGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,764,Nagaland,Niuland,486,13,709,NAGALAND,NIULAND,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
35,632,Andaman And Nicobar Islands,North And Middle Andaman,75,35,639,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,604,Haryana,Nuh,237,06,087,HARYANA,NUH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
11,741,Sikkim,Pakyong,30,11,702,SIKKIM,PAKYONG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
