lgd_state_code,lgd_district_code,lgd_state_name,lgd_district_name,soi_objectid,soi_state_lgd,soi_dist_lgd,soi_state_name,soi_district_name,match_method,confidence,verification_status
8,111,Rajasthan,Pali,523,08,118,RAJASTHAN,PALI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,751,Andhra Pradesh,Palnadu,687,28,690,ANDHRA PRADESH,Palnadu,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
6,619,Haryana,Palwal,238,06,089,HARYANA,PALWAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,420,Madhya Pradesh,Panna,606,23,426,MADHYA PRADESH,PANNA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,772,Rajasthan,Phalodi,524,08,783,RAJASTHAN,PHALODI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,173,Uttar Pradesh,Pilibhit,326,09,151,UTTAR PRADESH,PILIBHIT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
24,457,Gujarat,Rajkot,217,24,476,GUJARAT,RAJKOT,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,607,Jharkhand,Ramgarh,764,20,361,JHARKHAND,RAMGARH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,176,Uttar Pradesh,Rampur,330,09,136,UTTAR PRADESH,RAMPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,731,Tamil Nadu,Ranipet,735,33,750,TAMIL NADU,RANIPET,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,424,Madhya Pradesh,Rewa,610,23,430,MADHYA PRADESH,REWA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,215,Bihar,Rohtas,798,10,234,BIHAR,Rohtas,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
3,42,Punjab,Rupnagar,248,03,051,PUNJAB,RUPNAGAR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,494,Maharashtra,Satara,556,27,527,MAHARASHTRA,SATARA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,428,Madhya Pradesh,Seoni,614,23,456,MADHYA PRADESH,SEONI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,180,Uttar Pradesh,Shahjahanpur,334,09,152,UTTAR PRADESH,SHAHJAHANPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,430,Madhya Pradesh,Shajapur,616,23,436,MADHYA PRADESH,SHAJAPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,431,Madhya Pradesh,Sheopur,617,23,418,MADHYA PRADESH,SHEOPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,432,Madhya Pradesh,Shivpuri,618,23,423,MADHYA PRADESH,SHIVPURI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,433,Madhya Pradesh,Sidhi,619,23,462,MADHYA PRADESH,SIDHI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
23,638,Madhya Pradesh,Singrauli,620,23,463,MADHYA PRADESH,SINGRAULI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
9,183,Uttar Pradesh,Sitapur,338,09,154,UTTAR PRADESH,SITAPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,496,Maharashtra,Solapur,558,27,526,MAHARASHTRA,SOLAPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
11,742,Sikkim,Soreng,34,11,701,SIKKIM,SORENG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
7,83,Delhi,South,189,07,098,DELHI,SOUTH,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
28,519,Andhra Pradesh,Srikakulam,692,28,542,ANDHRA PRADESH,Srikakulam,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
22,642,Chhattisgarh,Sukma,123,22,649,CHHATTISGARH,SUKMA,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
10,223,Bihar,Supaul,806,10,208,BIHAR,Supaul,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,756,Assam,Tamulpur,432,18,766,ASSAM,TAMULPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
27,497,Maharashtra,Thane,560,27,517,MAHARASHTRA,THANE,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
32,565,Kerala,Thiruvananthapuram,113,32,601,KERALA,Thiruvananthapuram,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,591,Tamil Nadu,Tiruchirappalli,728,33,614,TAMIL NADU,TIRUCHIRAPPALLI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,634,Tamil Nadu,Tiruppur,711,33,633,TAMIL NADU,TIRUPPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
33,593,Tamil Nadu,Tiruvannamalai,726,33,606,TAMIL NADU,TIRUVANNAMALAI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
8,117,Rajasthan,Udaipur,532,08,130,RAJASTHAN,UDAIPUR,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
18,617,Assam,Udalguri,404,18,326,ASSAM,"UDALGURI
",EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,240,Arunachal Pradesh,Upper Siang,385,12,252,ARUNACHAL PRADESH,UPPER SIANG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
29,550,Karnataka,Uttara Kannada,367,29,563,KARNATAKA,Uttara Kannada,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
36,522,Telangana,Warangal,670,36,540,TELANGANA,WARANGAL,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
32,567,Kerala,Wayanad,108,32,590,KERALA,Wayanad,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
17,275,Meghalaya,West Jaintia Hills,461,17,299,MEGHALAYA,WEST JAINTIA HILLS,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
12,243,Arunachal Pradesh,West Siang,390,12,250,ARUNACHAL PRADESH,WEST SIANG,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
20,343,Jharkhand,West Singhbhum,769,20,368,JHARKHAND,WEST SINGHBHUM,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
36,697,Telangana,Yadadri Bhuvanagiri,671,36,746,TELANGANA,YADADRI BHUVANAGIRI,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
13,251,Nagaland,Zunheboto,483,13,263,NAGALAND,ZUNHEBOTO,EXACT_STATE_DISTRICT_NAME,1.0,AUTO_MATCH_CANDIDATE
